[2019-08-03 18:02:22,041] DEBUG preRegister called. Server=com.sun.jmx.mbeanserver.JmxMBeanServer@66d3c617, name=log4j:logger=kafka.controller (kafka.controller)
[2019-08-03 18:02:53,676] DEBUG preRegister called. Server=com.sun.jmx.mbeanserver.JmxMBeanServer@66d3c617, name=log4j:logger=kafka.controller (kafka.controller)
[2019-08-03 18:48:45,971] INFO [ControllerEventThread controllerId=0] Starting (kafka.controller.ControllerEventManager$ControllerEventThread)
[2019-08-03 18:48:46,191] INFO [ReplicaStateMachine controllerId=0] Started replica state machine with initial state -> Map() (kafka.controller.ReplicaStateMachine)
[2019-08-03 18:48:46,191] INFO [PartitionStateMachine controllerId=0] Initializing partition state (kafka.controller.PartitionStateMachine)
[2019-08-03 18:48:46,191] INFO [PartitionStateMachine controllerId=0] Triggering online partition state changes (kafka.controller.PartitionStateMachine)
[2019-08-03 18:48:46,195] INFO [PartitionStateMachine controllerId=0] Started partition state machine with initial state -> Map() (kafka.controller.PartitionStateMachine)
[2019-08-03 18:48:46,195] INFO [Controller id=0] Ready to serve as the new controller with epoch 1 (kafka.controller.KafkaController)
[2019-08-03 18:48:46,195] INFO [Controller id=0] Removing partitions Set() from the list of reassigned partitions in zookeeper (kafka.controller.KafkaController)
[2019-08-03 18:48:46,195] INFO [Controller id=0] No more partitions need to be reassigned. Deleting zk path /admin/reassign_partitions (kafka.controller.KafkaController)
[2019-08-03 18:48:46,199] INFO [Controller id=0] Partitions undergoing preferred replica election:  (kafka.controller.KafkaController)
[2019-08-03 18:48:46,199] INFO [Controller id=0] Partitions that completed preferred replica election:  (kafka.controller.KafkaController)
[2019-08-03 18:48:46,199] INFO [Controller id=0] Skipping preferred replica election for partitions due to topic deletion:  (kafka.controller.KafkaController)
[2019-08-03 18:48:46,203] INFO [Controller id=0] Resuming preferred replica election for partitions:  (kafka.controller.KafkaController)
[2019-08-03 18:48:46,203] INFO [Controller id=0] Starting preferred replica leader election for partitions  (kafka.controller.KafkaController)
[2019-08-03 18:48:46,235] INFO [Controller id=0] Starting the controller scheduler (kafka.controller.KafkaController)
[2019-08-03 18:48:51,242] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 18:48:51,246] DEBUG [Controller id=0] Preferred replicas by broker Map() (kafka.controller.KafkaController)
[2019-08-03 18:49:43,553] INFO [Controller id=0] Shutting down broker 0 (kafka.controller.KafkaController)
[2019-08-03 18:49:43,557] DEBUG [Controller id=0] All shutting down brokers: 0 (kafka.controller.KafkaController)
[2019-08-03 18:49:43,557] DEBUG [Controller id=0] Live brokers:  (kafka.controller.KafkaController)
[2019-08-03 18:49:43,565] TRACE [Controller id=0] All leaders =  (kafka.controller.KafkaController)
[2019-08-03 18:49:44,637] INFO [ControllerEventThread controllerId=0] Shutting down (kafka.controller.ControllerEventManager$ControllerEventThread)
[2019-08-03 18:49:44,637] INFO [ControllerEventThread controllerId=0] Stopped (kafka.controller.ControllerEventManager$ControllerEventThread)
[2019-08-03 18:49:44,637] INFO [ControllerEventThread controllerId=0] Shutdown completed (kafka.controller.ControllerEventManager$ControllerEventThread)
[2019-08-03 18:49:44,637] DEBUG [Controller id=0] Resigning (kafka.controller.KafkaController)
[2019-08-03 18:49:44,637] DEBUG [Controller id=0] Unregister BrokerModifications handler for Set(0) (kafka.controller.KafkaController)
[2019-08-03 18:49:44,641] INFO [PartitionStateMachine controllerId=0] Stopped partition state machine (kafka.controller.PartitionStateMachine)
[2019-08-03 18:49:44,645] INFO [ReplicaStateMachine controllerId=0] Stopped replica state machine (kafka.controller.ReplicaStateMachine)
[2019-08-03 18:49:44,645] INFO [RequestSendThread controllerId=0] Shutting down (kafka.controller.RequestSendThread)
[2019-08-03 18:49:44,645] INFO [RequestSendThread controllerId=0] Stopped (kafka.controller.RequestSendThread)
[2019-08-03 18:49:44,645] INFO [RequestSendThread controllerId=0] Shutdown completed (kafka.controller.RequestSendThread)
[2019-08-03 18:49:44,649] INFO [Controller id=0] Resigned (kafka.controller.KafkaController)
[2019-08-03 18:50:06,276] INFO [ControllerEventThread controllerId=0] Starting (kafka.controller.ControllerEventManager$ControllerEventThread)
[2019-08-03 18:50:06,364] INFO [Controller id=0] 0 successfully elected as the controller. Epoch incremented to 2 and epoch zk version is now 2 (kafka.controller.KafkaController)
[2019-08-03 18:50:06,364] INFO [Controller id=0] Registering handlers (kafka.controller.KafkaController)
[2019-08-03 18:50:06,364] INFO [Controller id=0] Deleting log dir event notifications (kafka.controller.KafkaController)
[2019-08-03 18:50:06,368] INFO [Controller id=0] Deleting isr change notifications (kafka.controller.KafkaController)
[2019-08-03 18:50:06,368] INFO [Controller id=0] Initializing controller context (kafka.controller.KafkaController)
[2019-08-03 18:50:06,380] INFO [Controller id=0] Initialized broker epochs cache: Map(0 -> 44) (kafka.controller.KafkaController)
[2019-08-03 18:50:06,412] DEBUG [Controller id=0] Register BrokerModifications handler for Set(0) (kafka.controller.KafkaController)
[2019-08-03 18:50:06,440] DEBUG [Channel manager on controller 0]: Controller 0 trying to connect to broker 0 (kafka.controller.ControllerChannelManager)
[2019-08-03 18:50:06,468] INFO [RequestSendThread controllerId=0] Starting (kafka.controller.RequestSendThread)
[2019-08-03 18:50:06,472] INFO [Controller id=0] Partitions being reassigned: Map() (kafka.controller.KafkaController)
[2019-08-03 18:50:06,472] INFO [Controller id=0] Currently active brokers in the cluster: Set(0) (kafka.controller.KafkaController)
[2019-08-03 18:50:06,472] INFO [Controller id=0] Currently shutting brokers in the cluster: Set() (kafka.controller.KafkaController)
[2019-08-03 18:50:06,476] INFO [Controller id=0] Current list of topics in the cluster: Set() (kafka.controller.KafkaController)
[2019-08-03 18:50:06,476] INFO [Controller id=0] Fetching topic deletions in progress (kafka.controller.KafkaController)
[2019-08-03 18:50:06,480] INFO [Controller id=0] List of topics to be deleted:  (kafka.controller.KafkaController)
[2019-08-03 18:50:06,484] INFO [Controller id=0] List of topics ineligible for deletion:  (kafka.controller.KafkaController)
[2019-08-03 18:50:06,484] INFO [Controller id=0] Initializing topic deletion manager (kafka.controller.KafkaController)
[2019-08-03 18:50:06,484] INFO [Controller id=0] Sending update metadata request (kafka.controller.KafkaController)
[2019-08-03 18:50:06,500] INFO [ReplicaStateMachine controllerId=0] Initializing replica state (kafka.controller.ReplicaStateMachine)
[2019-08-03 18:50:06,500] INFO [ReplicaStateMachine controllerId=0] Triggering online replica state changes (kafka.controller.ReplicaStateMachine)
[2019-08-03 18:50:06,516] INFO [ReplicaStateMachine controllerId=0] Started replica state machine with initial state -> Map() (kafka.controller.ReplicaStateMachine)
[2019-08-03 18:50:06,520] INFO [PartitionStateMachine controllerId=0] Initializing partition state (kafka.controller.PartitionStateMachine)
[2019-08-03 18:50:06,520] INFO [PartitionStateMachine controllerId=0] Triggering online partition state changes (kafka.controller.PartitionStateMachine)
[2019-08-03 18:50:06,520] INFO [RequestSendThread controllerId=0] Controller 0 connected to DESKTOP-41AHJ2O:9092 (id: 0 rack: null) for sending state change requests (kafka.controller.RequestSendThread)
[2019-08-03 18:50:06,568] INFO [PartitionStateMachine controllerId=0] Started partition state machine with initial state -> Map() (kafka.controller.PartitionStateMachine)
[2019-08-03 18:50:06,568] INFO [Controller id=0] Ready to serve as the new controller with epoch 2 (kafka.controller.KafkaController)
[2019-08-03 18:50:06,572] INFO [Controller id=0] Removing partitions Set() from the list of reassigned partitions in zookeeper (kafka.controller.KafkaController)
[2019-08-03 18:50:06,576] INFO [Controller id=0] No more partitions need to be reassigned. Deleting zk path /admin/reassign_partitions (kafka.controller.KafkaController)
[2019-08-03 18:50:06,588] INFO [Controller id=0] Partitions undergoing preferred replica election:  (kafka.controller.KafkaController)
[2019-08-03 18:50:06,588] INFO [Controller id=0] Partitions that completed preferred replica election:  (kafka.controller.KafkaController)
[2019-08-03 18:50:06,592] INFO [Controller id=0] Skipping preferred replica election for partitions due to topic deletion:  (kafka.controller.KafkaController)
[2019-08-03 18:50:06,592] INFO [Controller id=0] Resuming preferred replica election for partitions:  (kafka.controller.KafkaController)
[2019-08-03 18:50:06,592] INFO [Controller id=0] Starting preferred replica leader election for partitions  (kafka.controller.KafkaController)
[2019-08-03 18:50:06,656] INFO [Controller id=0] Starting the controller scheduler (kafka.controller.KafkaController)
[2019-08-03 18:50:11,658] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 18:50:11,662] DEBUG [Controller id=0] Preferred replicas by broker Map() (kafka.controller.KafkaController)
[2019-08-03 18:52:32,510] DEBUG [Controller id=0] Resigning (kafka.controller.KafkaController)
[2019-08-03 18:52:32,527] DEBUG [Controller id=0] Unregister BrokerModifications handler for Set(0) (kafka.controller.KafkaController)
[2019-08-03 18:52:32,583] INFO [PartitionStateMachine controllerId=0] Stopped partition state machine (kafka.controller.PartitionStateMachine)
[2019-08-03 18:52:32,585] INFO [ReplicaStateMachine controllerId=0] Stopped replica state machine (kafka.controller.ReplicaStateMachine)
[2019-08-03 18:52:32,586] INFO [RequestSendThread controllerId=0] Shutting down (kafka.controller.RequestSendThread)
[2019-08-03 18:52:32,588] INFO [RequestSendThread controllerId=0] Stopped (kafka.controller.RequestSendThread)
[2019-08-03 18:52:32,589] INFO [RequestSendThread controllerId=0] Shutdown completed (kafka.controller.RequestSendThread)
[2019-08-03 18:52:32,620] INFO [Controller id=0] Resigned (kafka.controller.KafkaController)
[2019-08-03 18:52:32,717] INFO [Controller id=0] 0 successfully elected as the controller. Epoch incremented to 3 and epoch zk version is now 3 (kafka.controller.KafkaController)
[2019-08-03 18:52:32,717] INFO [Controller id=0] Registering handlers (kafka.controller.KafkaController)
[2019-08-03 18:52:32,719] INFO [Controller id=0] Deleting log dir event notifications (kafka.controller.KafkaController)
[2019-08-03 18:52:32,719] INFO [Controller id=0] Deleting isr change notifications (kafka.controller.KafkaController)
[2019-08-03 18:52:32,720] INFO [Controller id=0] Initializing controller context (kafka.controller.KafkaController)
[2019-08-03 18:52:32,723] INFO [Controller id=0] Initialized broker epochs cache: Map(0 -> 50) (kafka.controller.KafkaController)
[2019-08-03 18:52:32,724] DEBUG [Controller id=0] Register BrokerModifications handler for Set(0) (kafka.controller.KafkaController)
[2019-08-03 18:52:32,725] DEBUG [Channel manager on controller 0]: Controller 0 trying to connect to broker 0 (kafka.controller.ControllerChannelManager)
[2019-08-03 18:52:32,729] INFO [Controller id=0] Partitions being reassigned: Map() (kafka.controller.KafkaController)
[2019-08-03 18:52:32,729] INFO [Controller id=0] Currently active brokers in the cluster: Set(0) (kafka.controller.KafkaController)
[2019-08-03 18:52:32,729] INFO [Controller id=0] Currently shutting brokers in the cluster: Set() (kafka.controller.KafkaController)
[2019-08-03 18:52:32,729] INFO [Controller id=0] Current list of topics in the cluster: Set() (kafka.controller.KafkaController)
[2019-08-03 18:52:32,729] INFO [Controller id=0] Fetching topic deletions in progress (kafka.controller.KafkaController)
[2019-08-03 18:52:32,730] INFO [Controller id=0] List of topics to be deleted:  (kafka.controller.KafkaController)
[2019-08-03 18:52:32,730] INFO [Controller id=0] List of topics ineligible for deletion:  (kafka.controller.KafkaController)
[2019-08-03 18:52:32,730] INFO [Controller id=0] Initializing topic deletion manager (kafka.controller.KafkaController)
[2019-08-03 18:52:32,730] INFO [Controller id=0] Sending update metadata request (kafka.controller.KafkaController)
[2019-08-03 18:52:32,730] INFO [ReplicaStateMachine controllerId=0] Initializing replica state (kafka.controller.ReplicaStateMachine)
[2019-08-03 18:52:32,730] INFO [ReplicaStateMachine controllerId=0] Triggering online replica state changes (kafka.controller.ReplicaStateMachine)
[2019-08-03 18:52:32,731] INFO [ReplicaStateMachine controllerId=0] Started replica state machine with initial state -> Map() (kafka.controller.ReplicaStateMachine)
[2019-08-03 18:52:32,731] INFO [PartitionStateMachine controllerId=0] Initializing partition state (kafka.controller.PartitionStateMachine)
[2019-08-03 18:52:32,731] INFO [PartitionStateMachine controllerId=0] Triggering online partition state changes (kafka.controller.PartitionStateMachine)
[2019-08-03 18:52:32,731] INFO [PartitionStateMachine controllerId=0] Started partition state machine with initial state -> Map() (kafka.controller.PartitionStateMachine)
[2019-08-03 18:52:32,731] INFO [Controller id=0] Ready to serve as the new controller with epoch 3 (kafka.controller.KafkaController)
[2019-08-03 18:52:32,731] INFO [Controller id=0] Removing partitions Set() from the list of reassigned partitions in zookeeper (kafka.controller.KafkaController)
[2019-08-03 18:52:32,731] INFO [Controller id=0] No more partitions need to be reassigned. Deleting zk path /admin/reassign_partitions (kafka.controller.KafkaController)
[2019-08-03 18:52:32,732] INFO [Controller id=0] Partitions undergoing preferred replica election:  (kafka.controller.KafkaController)
[2019-08-03 18:52:32,733] INFO [Controller id=0] Partitions that completed preferred replica election:  (kafka.controller.KafkaController)
[2019-08-03 18:52:32,733] INFO [Controller id=0] Skipping preferred replica election for partitions due to topic deletion:  (kafka.controller.KafkaController)
[2019-08-03 18:52:32,733] INFO [Controller id=0] Resuming preferred replica election for partitions:  (kafka.controller.KafkaController)
[2019-08-03 18:52:32,733] INFO [Controller id=0] Starting preferred replica leader election for partitions  (kafka.controller.KafkaController)
[2019-08-03 18:52:32,751] INFO [RequestSendThread controllerId=0] Starting (kafka.controller.RequestSendThread)
[2019-08-03 18:52:32,752] INFO [RequestSendThread controllerId=0] Controller 0 connected to DESKTOP-41AHJ2O:9092 (id: 0 rack: null) for sending state change requests (kafka.controller.RequestSendThread)
[2019-08-03 18:52:32,776] INFO [Controller id=0] Starting the controller scheduler (kafka.controller.KafkaController)
[2019-08-03 18:52:37,779] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 18:52:37,779] DEBUG [Controller id=0] Preferred replicas by broker Map() (kafka.controller.KafkaController)
[2019-08-03 18:56:17,662] INFO [Controller id=0] New topics: [Set(phongdotestkafka03082019)], deleted topics: [Set()], new partition replica assignment [Map(phongdotestkafka03082019-0 -> Vector(0))] (kafka.controller.KafkaController)
[2019-08-03 18:56:17,662] INFO [Controller id=0] New partition creation callback for phongdotestkafka03082019-0 (kafka.controller.KafkaController)
[2019-08-03 18:57:37,779] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 18:57:37,780] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 18:57:37,784] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 18:57:37,785] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 19:02:37,787] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 19:02:37,795] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 19:02:37,796] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 19:02:37,796] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 19:07:37,797] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 19:07:37,798] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 19:07:37,798] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 19:07:37,798] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 19:08:12,216] INFO [Controller id=0] New topics: [Set(__consumer_offsets)], deleted topics: [Set()], new partition replica assignment [Map(__consumer_offsets-0 -> Vector(0))] (kafka.controller.KafkaController)
[2019-08-03 19:08:12,217] INFO [Controller id=0] New partition creation callback for __consumer_offsets-0 (kafka.controller.KafkaController)
[2019-08-03 19:08:12,358] INFO [RequestSendThread controllerId=0] Controller 0 connected to DESKTOP-41AHJ2O:9092 (id: 0 rack: null) for sending state change requests (kafka.controller.RequestSendThread)
[2019-08-03 19:12:37,800] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 19:12:37,801] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 19:12:37,802] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 19:12:37,802] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 19:17:37,804] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 19:17:37,805] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 19:17:37,805] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 19:17:37,805] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 19:22:37,806] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 19:22:37,806] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 19:22:37,806] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 19:22:37,806] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 19:27:37,808] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 19:27:37,809] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 19:27:37,809] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 19:27:37,809] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 19:32:37,810] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 19:32:37,810] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 19:32:37,810] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 19:32:37,810] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 19:37:37,811] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 19:37:37,812] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 19:37:37,812] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 19:37:37,812] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 19:42:37,814] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 19:42:37,814] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 19:42:37,814] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 19:42:37,814] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 19:47:37,816] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 19:47:37,816] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 19:47:37,816] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 19:47:37,816] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 19:52:37,818] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 19:52:37,819] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 19:52:37,819] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 19:52:37,819] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 19:57:37,820] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 19:57:37,820] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 19:57:37,820] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 19:57:37,820] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 20:02:37,822] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 20:02:37,828] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 20:02:37,828] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 20:02:37,828] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 20:07:37,830] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 20:07:37,831] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 20:07:37,831] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 20:07:37,831] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 20:12:37,833] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 20:12:37,833] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 20:12:37,833] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
[2019-08-03 20:12:37,833] TRACE [Controller id=0] Leader imbalance ratio for broker 0 is 0.0 (kafka.controller.KafkaController)
[2019-08-03 20:13:01,495] INFO [Controller id=0] New topics: [Set(phongtest)], deleted topics: [Set()], new partition replica assignment [Map(phongtest-0 -> Vector(0))] (kafka.controller.KafkaController)
[2019-08-03 20:13:01,495] INFO [Controller id=0] New partition creation callback for phongtest-0 (kafka.controller.KafkaController)
[2019-08-03 20:13:01,652] INFO [RequestSendThread controllerId=0] Controller 0 connected to DESKTOP-41AHJ2O:9092 (id: 0 rack: null) for sending state change requests (kafka.controller.RequestSendThread)
[2019-08-03 20:17:37,834] TRACE [Controller id=0] Checking need to trigger auto leader balancing (kafka.controller.KafkaController)
[2019-08-03 20:17:37,835] DEBUG [Controller id=0] Preferred replicas by broker Map(0 -> Map(phongdotestkafka03082019-0 -> Vector(0), phongtest-0 -> Vector(0), __consumer_offsets-0 -> Vector(0))) (kafka.controller.KafkaController)
[2019-08-03 20:17:37,835] DEBUG [Controller id=0] Topics not in preferred replica for broker 0 Map() (kafka.controller.KafkaController)
